param_name,tasknum,model_path,pp_size,world_size,global_bsz,micro_bsz,grad_acc_steps,seqlen,rank,max_steps,num_samples,peak_memory_mb,throughput_per_gpu_tok_s,total_throughput_tok_s,tokens_per_step,time_per_step_s,status
Llama-2-7b-hf,42,Llama-2-7b-hf,2,2,8,4,2,1024,16,50,4000,8575.25,2292.69,4585.38,8192,1.7865476797997113,OK
Llama-2-7b-hf,43,Llama-2-7b-hf,1,1,16,4,4,1024,16,50,4000,15579.33,2348.91,2348.91,16384,6.975150176039099,OK
Llama-2-7b-hf,44,Llama-2-7b-hf,2,2,16,4,4,1024,16,50,4000,8575.25,2394.19,4788.38,16384,3.421616496602191,OK
Llama-2-7b-hf,45,Llama-2-7b-hf,1,1,8,8,1,1024,16,50,4000,18137.39,2287.05,2287.05,8192,3.581906823200192,OK
Llama-2-7b-hf,46,Llama-2-7b-hf,2,2,8,8,1,1024,16,50,4000,10738.89,1744.78,3489.56,8192,2.3475739061658203,OK
Llama-2-7b-hf,47,Llama-2-7b-hf,1,1,16,8,2,1024,16,50,4000,18137.39,2429.56,2429.56,16384,6.743607896079949,OK
Llama-2-7b-hf,48,Llama-2-7b-hf,2,2,16,8,2,1024,16,50,4000,10994.89,2219.88,4439.76,16384,3.6902895652017222,OK
Llama-2-7b-hf,49,Llama-2-7b-hf,1,1,8,1,8,2048,16,50,4000,14300.30,2209.49,2209.49,16384,7.415285880452051,OK
Llama-2-7b-hf,50,Llama-2-7b-hf,2,2,8,1,8,2048,16,50,4000,8021.80,2218.51,4437.02,16384,3.692568435571622,OK
Llama-2-7b-hf,51,Llama-2-7b-hf,1,1,16,1,16,2048,16,50,4000,14300.31,2147.57,2147.57,32768,15.258175519307867,OK
Llama-2-7b-hf,52,Llama-2-7b-hf,2,2,16,1,16,2048,16,50,4000,8533.81,2033.27,4066.54,32768,8.057955903544537,OK
Llama-2-7b-hf,53,Llama-2-7b-hf,1,1,8,2,4,2048,16,50,4000,15579.33,2199.88,2199.88,16384,7.447678964307143,OK
Llama-2-7b-hf,54,Llama-2-7b-hf,2,2,8,2,4,2048,16,50,4000,9012.83,2264.96,4529.92,16384,3.6168409155128565,OK
Llama-2-7b-hf,55,Llama-2-7b-hf,1,1,16,2,8,2048,16,50,4000,15579.33,2141.37,2141.37,32768,15.302353166430837,OK
Llama-2-7b-hf,56,Llama-2-7b-hf,2,2,16,2,8,2048,16,50,4000,9524.83,2052.49,4104.98,32768,7.982499305721344,OK
Llama-2-7b-hf,57,Llama-2-7b-hf,1,1,8,4,2,2048,16,50,4000,18137.39,2159.73,2159.73,16384,7.586133451866669,OK
Llama-2-7b-hf,58,Llama-2-7b-hf,2,2,8,4,2,2048,16,50,4000,10994.89,1962.68,3925.36,16384,4.173884688283367,OK
Llama-2-7b-hf,59,Llama-2-7b-hf,1,1,16,4,4,2048,16,50,4000,18137.39,2194.94,2194.94,32768,14.92888188287607,OK
Llama-2-7b-hf,60,Llama-2-7b-hf,2,2,16,4,4,2048,16,50,4000,11506.89,2109.36,4218.72,32768,7.767284863655326,OK
Llama-2-7b-hf,61,Llama-2-7b-hf,1,1,8,8,1,2048,16,50,4000,23253.51,2206.15,2206.15,16384,7.426512249847018,OK
Llama-2-7b-hf,62,Llama-2-7b-hf,2,2,8,8,1,2048,16,50,4000,14959.01,1719.60,3439.2,16384,4.763898581065364,OK
Llama-2-7b-hf,63,Llama-2-7b-hf,1,1,16,8,2,2048,16,50,4000,23253.51,2165.29,2165.29,32768,15.133307778634732,OK
Llama-2-7b-hf,64,Llama-2-7b-hf,2,2,16,8,2,2048,16,50,4000,15471.01,1767.38,3534.76,32768,9.270219194513913,OK
Llama-2-7b-hf,65,Llama-2-7b-hf,1,1,8,1,8,3072,16,50,4000,14942.81,2156.90,2156.9,24576,11.39413046501924,OK
